transaction_id,customer_id,transaction_date,product_category,brand_type,payment_method,quantity,price_per_unit,discount_applied,total_amount
T0016714,C00744,2024-01-15,Toothpaste,private,Card,15,80,1,1200.0
T0016715,C00731,2021-04-11,Oil,private,Cash,1,200,0,200.0
T0016716,C00288,2024-03-03,Laptop Case,third_party,Cash,1,800,1,800.0
T0016717,C01746,2023-02-25,Oil,third_party,Card,1,200,1,200.0
T0016718,C01101,2022-08-01,Toothpaste,third_party,UPI/Wallet,2,80,0,144.0
T0016719,C01340,2023-11-12,Chair,third_party,Cash,1,1500,1,1500.0
T0016720,C01621,2024-05-26,Snacks,third_party,Cash,1,50,0,50.0
T0016721,C00380,2023-09-26,Chair,third_party,Cash,1,1500,1,1500.0
T0016722,C01958,2024-02-07,Snacks,private,UPI/Wallet,5,50,0,250.0
T0016723,C00147,2024-07-25,Snacks,third_party,UPI/Wallet,2,50,1,100.0
T0016724,C00215,2024-07-22,Earphones,third_party,UPI/Wallet,1,600,1,540.0
T0016725,C00091,2024-05-25,Shampoo,third_party,Card,1,120,0,120.0
T0016726,C00682,2023-04-18,C-Type Cable,third_party,Cash,2,300,1,600.0
T0016727,C00933,2024-05-02,Earphones,third_party,UPI/Wallet,1,600,1,600.0
T0016728,C01790,2022-12-08,Rice,third_party,Card,5,60,0,300.0
T0016729,C00905,2023-09-26,Oil,third_party,UPI/Wallet,1,200,1,200.0
T0016730,C00787,2024-02-24,Laptop Case,private,Card,1,800,1,800.0
T0016731,C01954,2021-06-15,Snacks,third_party,Card,1,50,0,50.0
T0016732,C00202,2023-11-06,Shampoo,third_party,UPI/Wallet,2,120,1,240.0
T0016733,C01962,2024-05-13,Oil,third_party,UPI/Wallet,1,200,0,200.0
T0016734,C00746,2024-08-04,Oil,third_party,Cash,5,200,1,1000.0
T0016735,C00730,2024-04-23,Laptop Case,private,Card,1,800,0,800.0
T0016736,C01831,2024-04-21,Earphones,third_party,Cash,2,600,0,1200.0
T0016737,C00918,2024-04-02,Soap,private,Cash,1,40,0,36.0
T0016738,C00694,2023-04-28,Oil,third_party,Card,2,200,0,400.0
T0016739,C00542,2024-04-22,Toothpaste,third_party,Cash,2,80,0,160.0
T0016740,C01984,2023-12-09,Soap,private,Cash,1,40,1,36.0
T0016741,C00621,2024-03-24,Laptop Case,third_party,Cash,1,800,1,800.0
T0016742,C01507,2022-10-14,Laptop Case,third_party,Card,5,800,0,4000.0
T0016743,C00301,2022-09-20,Laptop Case,private,Card,1,800,0,800.0
T0016744,C01896,2024-02-24,Shampoo,private,Card,1,120,0,120.0
T0016745,C01392,2023-05-25,Snacks,private,UPI/Wallet,3,50,0,150.0
T0016746,C01333,2020-08-20,Toothpaste,third_party,UPI/Wallet,1,80,0,80.0
T0016747,C01972,2023-10-13,Earphones,private,Cash,1,600,0,600.0
T0016748,C01243,2023-09-13,Shampoo,third_party,Card,1,120,1,120.0
T0016749,C00853,2024-05-09,C-Type Cable,private,Card,1,300,0,300.0
T0016750,C00478,2023-01-08,Shampoo,third_party,Cash,1,120,0,120.0
T0016751,C01221,2024-03-17,Shampoo,private,UPI/Wallet,1,120,1,120.0
T0016752,C01957,2023-02-14,Toothpaste,private,Card,1,80,0,80.0
T0016753,C01593,2024-05-01,Toothpaste,private,Card,1,80,0,80.0
T0016754,C01468,2024-06-07,Laptop Case,third_party,Card,2,800,1,1600.0
T0016755,C00511,2024-05-22,Toothpaste,private,Cash,1,80,1,80.0
T0016756,C00531,2023-06-23,Snacks,third_party,Card,1,50,1,50.0
T0016757,C00140,2022-08-08,Soap,third_party,Card,2,40,0,80.0
T0016758,C01409,2023-06-02,Chair,third_party,UPI/Wallet,2,1500,1,3000.0
T0016759,C00888,2023-11-08,Chair,third_party,Cash,1,1500,0,1500.0
T0016760,C00844,2024-04-23,Toothpaste,third_party,Card,1,80,0,72.0
T0016761,C01850,2024-07-20,Laptop Case,private,Card,1,800,0,800.0
T0016762,C01187,2022-12-31,Rice,private,Cash,1,60,0,60.0
T0016763,C00939,2024-02-23,Toothpaste,private,Cash,1,80,1,80.0
T0016764,C01796,2024-01-02,Rice,private,Cash,2,60,1,120.0
T0016765,C00004,2021-02-03,Toothpaste,private,Card,1,80,1,80.0
T0016766,C00871,2022-05-29,C-Type Cable,third_party,Cash,1,300,1,300.0
T0016767,C01246,2023-04-23,Earphones,private,Cash,10,600,0,6000.0
T0016768,C00439,2022-12-21,Snacks,third_party,Cash,1,50,1,50.0
T0016769,C01777,2024-07-08,Toothpaste,private,UPI/Wallet,1,80,0,72.0
T0016770,C00149,2024-06-19,Oil,third_party,Card,2,200,1,360.0
T0016771,C01705,2024-07-04,Snacks,private,UPI/Wallet,1,50,1,45.0
T0016772,C00697,2023-09-18,Toothpaste,third_party,UPI/Wallet,1,80,1,72.0
T0016773,C01782,2024-05-26,Earphones,third_party,UPI/Wallet,5,600,1,2700.0
T0016774,C00023,2022-10-19,C-Type Cable,third_party,Card,1,300,0,270.0
T0016775,C01572,2023-10-13,C-Type Cable,third_party,UPI/Wallet,5,300,0,1500.0
T0016776,C00322,2021-08-22,Earphones,third_party,Card,2,600,0,1200.0
T0016777,C00922,2022-08-05,C-Type Cable,third_party,Card,1,300,1,300.0
T0016778,C00846,2021-11-01,Shampoo,third_party,Cash,1,120,0,120.0
T0016779,C01437,2023-05-04,Laptop Case,third_party,Card,3,800,0,2400.0
T0016780,C01232,2023-07-29,Soap,private,Cash,1,40,0,40.0
T0016781,C01374,2024-08-26,Chair,third_party,Card,1,1500,0,1500.0
T0016782,C01567,2022-08-22,C-Type Cable,third_party,Cash,10,300,0,2700.0
T0016783,C01360,2023-09-25,Earphones,private,Cash,1,600,1,540.0
T0016784,C00126,2023-12-03,Earphones,private,UPI/Wallet,2,600,1,1200.0
T0016785,C00722,2023-11-24,Soap,private,UPI/Wallet,1,40,0,36.0
T0016786,C01064,2022-09-05,Shampoo,third_party,UPI/Wallet,3,120,0,360.0
T0016787,C00381,2021-10-20,Chair,third_party,Cash,2,1500,1,3000.0
T0016788,C01445,2023-01-14,Oil,third_party,UPI/Wallet,1,200,1,200.0
T0016789,C01861,2023-12-24,Rice,private,Cash,2,60,0,108.0
T0016790,C01574,2023-01-05,C-Type Cable,private,Cash,1,300,0,270.0
T0016791,C00938,2024-03-01,Rice,third_party,UPI/Wallet,1,60,0,60.0
T0016792,C01152,2020-04-27,Chair,third_party,UPI/Wallet,1,1500,1,1500.0
T0016793,C01754,2021-11-27,C-Type Cable,third_party,UPI/Wallet,1,300,1,300.0
T0016794,C00077,2022-10-22,Oil,third_party,Card,5,200,0,900.0
T0016795,C00929,2024-02-06,C-Type Cable,private,Card,1,300,1,300.0
T0016796,C01208,2023-05-03,Earphones,third_party,Cash,10,600,1,6000.0
T0016797,C00344,2024-03-05,Laptop Case,third_party,UPI/Wallet,1,800,1,800.0
T0016798,C00604,2022-12-09,Soap,third_party,Card,1,40,0,40.0
T0016799,C01163,2024-02-26,Toothpaste,private,Card,1,80,1,80.0
T0016800,C01616,2023-08-13,Chair,third_party,UPI/Wallet,3,1500,1,4500.0
T0016801,C00643,2023-11-10,Snacks,private,Cash,10,50,1,500.0
T0016802,C00560,2022-02-24,C-Type Cable,third_party,Cash,1,300,1,300.0
T0016803,C00295,2024-07-29,Laptop Case,third_party,Card,1,800,0,800.0
T0016804,C01812,2021-07-12,Laptop Case,third_party,Card,1,800,1,720.0
T0016805,C01682,2024-06-11,C-Type Cable,private,Card,1,300,1,270.0
T0016806,C01521,2024-01-06,Soap,third_party,Cash,5,40,1,180.0
T0016807,C00197,2023-06-01,Shampoo,private,UPI/Wallet,1,120,0,108.0
T0016808,C01455,2022-01-08,Chair,private,Cash,1,1500,1,1500.0
T0016809,C01561,2023-03-10,Soap,private,Cash,3,40,0,108.0
T0016810,C00428,2022-12-28,Laptop Case,private,Cash,2,800,1,1600.0
T0016811,C00634,2020-03-22,Toothpaste,third_party,Cash,5,80,0,400.0
T0016812,C00129,2022-01-04,Chair,third_party,Cash,1,1500,0,1500.0
T0016813,C01753,2024-07-26,Oil,third_party,Cash,1,200,1,200.0
T0016814,C00740,2023-12-11,Rice,private,UPI/Wallet,1,60,1,54.0
T0016815,C00907,2024-07-27,Laptop Case,third_party,UPI/Wallet,1,800,1,800.0
T0016816,C01675,2024-02-27,Soap,third_party,Card,1,40,0,40.0
T0016817,C00165,2024-07-05,Oil,third_party,Cash,3,200,0,600.0
T0016818,C01521,2023-02-23,Earphones,private,UPI/Wallet,1,600,0,600.0
T0016819,C00938,2024-08-10,Rice,third_party,Cash,1,60,0,60.0
T0016820,C00614,2021-06-28,Snacks,third_party,UPI/Wallet,5,50,0,250.0
T0016821,C01530,2024-07-17,Soap,third_party,UPI/Wallet,2,40,0,72.0
T0016822,C00370,2022-04-23,Soap,third_party,Cash,5,40,0,180.0
T0016823,C00367,2024-01-09,Snacks,third_party,Card,10,50,0,500.0
T0016824,C01091,2024-05-20,Laptop Case,third_party,Card,2,800,1,1440.0
T0016825,C01048,2024-06-06,Rice,third_party,Card,1,60,0,54.0
T0016826,C00766,2021-08-03,Rice,private,Card,1,60,1,60.0
T0016827,C00230,2023-05-03,Rice,third_party,Cash,1,60,0,54.0
T0016828,C01709,2024-03-10,Laptop Case,third_party,Cash,1,800,1,800.0
T0016829,C00904,2022-05-04,Chair,third_party,Cash,2,1500,0,2700.0
T0016830,C00068,2023-12-16,Rice,private,UPI/Wallet,1,60,0,54.0
T0016831,C01548,2023-12-04,Toothpaste,third_party,Card,1,80,0,80.0
T0016832,C01073,2024-05-20,Chair,third_party,Card,1,1500,1,1350.0
T0016833,C01904,2023-08-15,Laptop Case,private,Card,5,800,1,4000.0
T0016834,C00481,2023-01-20,Chair,third_party,UPI/Wallet,1,1500,1,1500.0
T0016835,C01277,2023-06-01,Snacks,private,UPI/Wallet,1,50,1,50.0
T0016836,C00756,2022-06-25,Shampoo,third_party,UPI/Wallet,1,120,1,120.0
T0016837,C00930,2024-04-14,Rice,private,Card,1,60,1,60.0
T0016838,C00573,2024-07-25,Laptop Case,third_party,Card,2,800,1,1600.0
T0016839,C00838,2023-08-08,Laptop Case,private,Card,1,800,1,720.0
T0016840,C01573,2024-05-22,Toothpaste,third_party,Card,10,80,1,800.0
T0016841,C01378,2024-08-27,Oil,third_party,UPI/Wallet,1,200,0,200.0
T0016842,C01273,2020-03-17,Rice,third_party,UPI/Wallet,1,60,1,60.0
T0016843,C01953,2023-10-26,Rice,private,Card,1,60,1,54.0
T0016844,C00899,2023-05-15,C-Type Cable,private,UPI/Wallet,2,300,0,600.0
T0016845,C01920,2024-03-27,C-Type Cable,third_party,UPI/Wallet,2,300,1,600.0
T0016846,C00401,2024-02-29,C-Type Cable,private,Cash,1,300,1,300.0
T0016847,C00276,2023-02-19,Oil,third_party,UPI/Wallet,3,200,0,600.0
T0016848,C00676,2023-05-10,Shampoo,third_party,Card,1,120,0,120.0
T0016849,C00451,2024-03-13,Earphones,third_party,Card,15,600,1,8100.0
T0016850,C01251,2021-08-08,Rice,third_party,UPI/Wallet,5,60,1,300.0
T0016851,C01417,2024-07-17,Shampoo,private,Card,15,120,0,1800.0
T0016852,C01714,2023-07-31,Rice,private,Card,3,60,1,162.0
T0016853,C00758,2022-01-19,Rice,third_party,Cash,1,60,0,54.0
T0016854,C00159,2023-09-24,Soap,third_party,Card,2,40,1,80.0
T0016855,C00693,2023-12-01,Toothpaste,private,Card,1,80,1,80.0
T0016856,C01395,2020-10-14,Oil,third_party,Card,1,200,1,200.0
T0016857,C01458,2022-02-02,Rice,private,Cash,1,60,1,60.0
T0016858,C01844,2024-02-03,C-Type Cable,private,Card,2,300,1,600.0
T0016859,C00723,2024-06-29,Shampoo,third_party,UPI/Wallet,1,120,1,120.0
T0016860,C00060,2024-04-23,Earphones,third_party,Card,1,600,0,600.0
T0016861,C01005,2023-07-13,Oil,private,Card,3,200,0,600.0
T0016862,C01796,2024-07-09,Shampoo,third_party,UPI/Wallet,2,120,1,240.0
T0016863,C01095,2024-02-04,Soap,private,Card,10,40,0,400.0
T0016864,C01780,2022-01-25,Earphones,private,Card,1,600,0,600.0
T0016865,C01572,2023-05-15,Toothpaste,third_party,Cash,1,80,1,80.0
T0016866,C00451,2024-01-11,Snacks,third_party,Cash,5,50,0,225.0
T0016867,C01599,2023-09-14,Earphones,third_party,Cash,1,600,1,600.0
T0016868,C00929,2023-04-16,Chair,third_party,Cash,1,1500,0,1500.0
T0016869,C01631,2023-04-28,Chair,private,UPI/Wallet,15,1500,0,22500.0
T0016870,C01351,2024-03-29,Soap,third_party,Cash,3,40,0,120.0
T0016871,C01615,2022-07-02,Snacks,third_party,Cash,10,50,1,500.0
T0016872,C01287,2022-12-02,Rice,third_party,UPI/Wallet,1,60,1,60.0
T0016873,C00372,2021-12-27,Chair,third_party,UPI/Wallet,1,1500,0,1350.0
T0016874,C01703,2024-07-11,Oil,third_party,UPI/Wallet,5,200,1,1000.0
T0016875,C00130,2023-12-14,C-Type Cable,private,Cash,1,300,0,270.0
T0016876,C01376,2024-03-22,Snacks,private,UPI/Wallet,1,50,0,50.0
T0016877,C01497,2024-03-03,C-Type Cable,third_party,UPI/Wallet,1,300,0,300.0
T0016878,C00821,2023-09-28,Toothpaste,private,UPI/Wallet,1,80,0,80.0
T0016879,C01230,2024-08-20,Toothpaste,private,Card,1,80,1,80.0
T0016880,C00986,2023-09-07,Oil,private,Cash,1,200,1,200.0
T0016881,C00525,2024-01-30,Oil,private,Cash,1,200,1,200.0
T0016882,C00294,2020-06-14,Earphones,third_party,UPI/Wallet,1,600,1,600.0
T0016883,C00507,2023-08-09,Soap,third_party,UPI/Wallet,1,40,0,36.0
T0016884,C01017,2024-02-18,Chair,third_party,UPI/Wallet,1,1500,0,1500.0
T0016885,C00041,2022-08-06,Laptop Case,third_party,UPI/Wallet,5,800,0,3600.0
T0016886,C01550,2024-06-08,Oil,third_party,Cash,3,200,1,600.0
T0016887,C00010,2022-11-08,Laptop Case,private,UPI/Wallet,1,800,1,800.0
T0016888,C01254,2023-04-27,Toothpaste,private,UPI/Wallet,1,80,1,72.0
T0016889,C00469,2022-02-17,Snacks,third_party,Card,2,50,0,100.0
T0016890,C01890,2024-02-25,Soap,third_party,Card,1,40,0,36.0
T0016891,C00876,2023-09-13,Toothpaste,private,UPI/Wallet,1,80,1,80.0
T0016892,C00359,2021-07-08,C-Type Cable,private,Cash,1,300,0,300.0
T0016893,C00938,2023-08-30,Laptop Case,private,UPI/Wallet,1,800,0,720.0
T0016894,C00626,2022-12-12,Rice,private,Card,3,60,0,180.0
T0016895,C01700,2022-07-26,Laptop Case,third_party,Card,2,800,1,1440.0
T0016896,C01231,2024-07-01,Soap,third_party,UPI/Wallet,1,40,1,40.0
T0016897,C00340,2024-06-14,Soap,private,UPI/Wallet,3,40,0,120.0
T0016898,C00914,2023-12-05,Oil,third_party,UPI/Wallet,3,200,1,600.0
T0016899,C00795,2022-01-19,Soap,third_party,Cash,1,40,0,40.0
T0016900,C01983,2024-06-27,Chair,third_party,Cash,3,1500,1,4500.0
T0016901,C00949,2022-12-16,Earphones,private,Card,5,600,0,2700.0
T0016902,C00437,2021-08-06,Oil,private,Cash,1,200,0,200.0
T0016903,C00527,2024-02-24,Shampoo,third_party,UPI/Wallet,3,120,1,360.0
T0016904,C01632,2020-10-24,Shampoo,private,Card,2,120,1,240.0
T0016905,C01907,2022-04-07,Toothpaste,third_party,UPI/Wallet,1,80,0,80.0
T0016906,C00927,2023-07-01,Snacks,third_party,UPI/Wallet,1,50,0,50.0
T0016907,C01220,2023-10-01,Earphones,third_party,Card,3,600,1,1800.0
T0016908,C01239,2024-05-24,Earphones,private,UPI/Wallet,1,600,1,600.0
T0016909,C00388,2023-07-18,Laptop Case,third_party,Cash,5,800,1,4000.0
T0016910,C00244,2023-08-13,Oil,third_party,UPI/Wallet,2,200,0,400.0
T0016911,C00135,2023-10-28,Rice,third_party,Cash,10,60,0,600.0
T0016912,C01328,2023-10-09,Toothpaste,private,UPI/Wallet,1,80,1,80.0
T0016913,C01806,2022-04-01,Chair,private,Card,1,1500,1,1500.0
T0016914,C00107,2024-04-23,Earphones,third_party,Cash,1,600,1,600.0
T0016915,C00211,2023-06-24,Snacks,third_party,Card,15,50,0,750.0
T0016916,C01191,2022-09-13,Earphones,third_party,Cash,1,600,0,600.0
T0016917,C01968,2022-02-05,Earphones,third_party,UPI/Wallet,1,600,0,600.0
T0016918,C00862,2023-09-04,Shampoo,third_party,Card,5,120,1,600.0
T0016919,C01579,2023-12-25,Shampoo,third_party,Cash,1,120,1,120.0
T0016920,C01084,2024-05-15,Snacks,private,Card,2,50,0,100.0
T0016921,C00374,2023-09-27,Toothpaste,private,UPI/Wallet,2,80,0,160.0
T0016922,C01662,2024-08-02,Snacks,third_party,Card,2,50,0,90.0
T0016923,C01714,2024-03-27,Laptop Case,third_party,Cash,1,800,1,720.0
T0016924,C00579,2022-09-30,Shampoo,third_party,Card,1,120,1,120.0
T0016925,C01994,2023-10-16,C-Type Cable,third_party,UPI/Wallet,1,300,0,300.0
T0016926,C00636,2024-04-15,Oil,private,UPI/Wallet,1,200,1,200.0
T0016927,C01417,2024-01-23,Laptop Case,private,Cash,1,800,1,800.0
T0016928,C00127,2023-07-24,Toothpaste,private,Cash,1,80,0,80.0
T0016929,C00374,2023-06-02,Toothpaste,third_party,UPI/Wallet,1,80,1,80.0
T0016930,C01160,2020-10-11,Laptop Case,private,Card,1,800,1,800.0
T0016931,C01025,2023-07-25,Chair,third_party,UPI/Wallet,1,1500,0,1350.0
T0016932,C00528,2024-03-19,Laptop Case,third_party,Cash,1,800,0,800.0
T0016933,C01159,2024-03-05,Rice,private,Cash,2,60,0,120.0
T0016934,C01041,2024-06-14,Chair,private,Cash,3,1500,0,4500.0
T0016935,C01349,2023-09-29,Laptop Case,third_party,Card,1,800,0,800.0
T0016936,C00502,2023-01-22,Oil,third_party,Cash,3,200,0,600.0
T0016937,C00607,2023-04-08,Toothpaste,third_party,Cash,3,80,1,240.0
T0016938,C01738,2024-03-21,Shampoo,private,Card,2,120,0,240.0
T0016939,C01760,2021-10-06,Shampoo,private,UPI/Wallet,1,120,0,120.0
T0016940,C01868,2023-11-24,Toothpaste,third_party,Card,1,80,1,72.0
T0016941,C01065,2024-01-30,C-Type Cable,private,Card,1,300,0,300.0
T0016942,C00401,2024-01-29,Oil,third_party,Card,10,200,1,2000.0
T0016943,C00404,2023-06-10,Snacks,private,Cash,15,50,1,750.0
T0016944,C01775,2023-07-31,Laptop Case,third_party,Card,1,800,1,800.0
T0016945,C00859,2022-08-09,Toothpaste,private,Card,1,80,0,80.0
T0016946,C01093,2023-06-25,Shampoo,third_party,UPI/Wallet,1,120,0,120.0
T0016947,C00268,2024-02-19,Toothpaste,private,UPI/Wallet,15,80,1,1200.0
T0016948,C01411,2024-08-04,Oil,third_party,Card,3,200,0,600.0
T0016949,C01861,2021-01-27,Earphones,private,Cash,1,600,1,600.0
T0016950,C01141,2023-02-02,Rice,third_party,Cash,1,60,1,60.0
T0016951,C01067,2024-08-08,Oil,private,Cash,2,200,0,360.0
T0016952,C00411,2023-09-11,Rice,third_party,Card,1,60,0,60.0
T0016953,C01704,2022-09-27,Toothpaste,third_party,UPI/Wallet,3,80,0,240.0
T0016954,C01515,2023-11-27,Rice,private,Cash,3,60,1,180.0
T0016955,C01158,2023-12-31,Shampoo,third_party,Card,1,120,0,120.0
T0016956,C00353,2021-04-04,Shampoo,third_party,UPI/Wallet,1,120,1,120.0
T0016957,C00457,2022-06-27,Toothpaste,third_party,UPI/Wallet,1,80,1,72.0
T0016958,C00400,2021-10-04,Oil,private,Card,1,200,0,200.0
T0016959,C00950,2021-07-29,Toothpaste,third_party,UPI/Wallet,1,80,0,80.0
T0016960,C01711,2024-01-16,Oil,third_party,Cash,1,200,1,200.0
T0016961,C00630,2024-03-07,Toothpaste,third_party,UPI/Wallet,1,80,1,80.0
T0016962,C01258,2024-01-07,Chair,third_party,UPI/Wallet,15,1500,0,22500.0
T0016963,C00777,2023-06-15,Chair,third_party,Cash,15,1500,0,22500.0
T0016964,C01544,2023-05-31,Chair,private,UPI/Wallet,1,1500,1,1500.0
T0016965,C00043,2023-03-22,Chair,private,UPI/Wallet,5,1500,1,6750.0
T0016966,C00406,2023-10-17,Laptop Case,third_party,Card,3,800,0,2400.0
T0016967,C00121,2021-11-20,C-Type Cable,private,UPI/Wallet,2,300,0,600.0
T0016968,C01007,2023-04-21,Chair,third_party,UPI/Wallet,2,1500,1,3000.0
T0016969,C01871,2023-01-18,Toothpaste,third_party,Card,1,80,0,80.0
T0016970,C00912,2023-01-05,Rice,third_party,Card,1,60,1,54.0
T0016971,C01334,2023-09-22,Toothpaste,third_party,Cash,15,80,1,1200.0
T0016972,C00722,2023-04-11,Earphones,private,Cash,2,600,1,1200.0
T0016973,C00221,2024-05-17,Oil,private,Cash,1,200,1,180.0
T0016974,C00597,2023-01-23,Earphones,third_party,Card,2,600,0,1200.0
T0016975,C00780,2022-05-14,Snacks,private,Card,1,50,0,45.0
T0016976,C01164,2020-08-12,Snacks,third_party,Card,10,50,1,500.0
T0016977,C00317,2024-02-15,Toothpaste,private,Cash,1,80,1,80.0
T0016978,C01872,2023-06-20,Laptop Case,third_party,UPI/Wallet,1,800,1,800.0
T0016979,C01386,2023-10-13,Shampoo,third_party,Card,1,120,1,120.0
T0016980,C01354,2023-10-29,C-Type Cable,private,Cash,1,300,0,300.0
T0016981,C00404,2023-05-22,Soap,third_party,Card,1,40,1,40.0
T0016982,C00525,2023-12-27,Snacks,private,Cash,1,50,0,45.0
T0016983,C00649,2024-05-21,Soap,third_party,Cash,15,40,0,600.0
T0016984,C01996,2023-09-15,Snacks,third_party,UPI/Wallet,1,50,1,45.0
T0016985,C00260,2024-04-16,Toothpaste,third_party,UPI/Wallet,3,80,0,216.0
T0016986,C00814,2024-08-30,Shampoo,third_party,Cash,2,120,0,216.0
T0016987,C01270,2022-10-05,Chair,private,UPI/Wallet,1,1500,0,1500.0
T0016988,C01986,2023-06-11,Toothpaste,private,Card,10,80,1,800.0
T0016989,C00856,2023-11-25,Snacks,third_party,Cash,10,50,0,450.0
T0016990,C00939,2023-07-02,Snacks,third_party,Card,1,50,1,45.0
T0016991,C00130,2024-05-23,Soap,third_party,Cash,1,40,0,36.0
T0016992,C00753,2024-08-30,Earphones,third_party,Card,1,600,0,600.0
T0016993,C00254,2024-07-07,Oil,private,Cash,15,200,1,2700.0
T0016994,C01208,2023-03-31,Earphones,third_party,Card,1,600,1,600.0
T0016995,C00669,2023-11-08,Snacks,third_party,Cash,1,50,1,45.0
T0016996,C00962,2024-05-01,Soap,third_party,UPI/Wallet,1,40,1,40.0
T0016997,C00077,2021-09-09,Soap,third_party,Card,2,40,0,80.0
T0016998,C01028,2020-09-14,Rice,third_party,Card,1,60,0,60.0
T0016999,C01350,2022-03-19,C-Type Cable,private,UPI/Wallet,1,300,0,270.0
T0017000,C00687,2022-12-25,Snacks,third_party,Cash,1,50,1,50.0
T0017001,C01386,2021-01-14,Soap,private,UPI/Wallet,15,40,1,540.0
T0017002,C00994,2023-12-08,Toothpaste,private,Cash,10,80,0,800.0
T0017003,C00256,2024-07-16,Earphones,private,Card,1,600,1,540.0
T0017004,C01808,2020-02-14,Toothpaste,private,UPI/Wallet,1,80,0,80.0
T0017005,C01052,2024-01-31,Soap,third_party,UPI/Wallet,10,40,0,400.0
T0017006,C01012,2023-10-19,Shampoo,third_party,Cash,15,120,0,1800.0
T0017007,C01275,2023-10-18,Soap,third_party,UPI/Wallet,1,40,0,40.0
T0017008,C01891,2021-02-01,C-Type Cable,third_party,Card,1,300,1,300.0
T0017009,C01398,2023-04-05,Rice,third_party,Cash,3,60,0,180.0
T0017010,C00773,2023-06-28,Snacks,private,UPI/Wallet,2,50,0,90.0
T0017011,C00047,2024-06-09,Shampoo,third_party,UPI/Wallet,1,120,1,108.0
T0017012,C01055,2024-02-07,Earphones,private,Card,1,600,1,600.0
T0017013,C01623,2023-06-12,Oil,private,UPI/Wallet,1,200,1,200.0
T0017014,C01479,2024-01-03,Shampoo,private,Card,3,120,1,324.0
T0017015,C00160,2022-01-17,Rice,third_party,Card,3,60,0,180.0
T0017016,C01961,2024-02-18,Toothpaste,third_party,Card,1,80,0,80.0
T0017017,C00246,2024-08-20,Rice,private,Cash,1,60,1,60.0
T0017018,C01688,2022-04-28,Soap,third_party,Card,1,40,0,40.0
T0017019,C00883,2022-08-17,Laptop Case,third_party,Card,5,800,0,4000.0
T0017020,C01555,2024-06-13,Laptop Case,third_party,Cash,1,800,1,800.0
T0017021,C00715,2021-12-24,Laptop Case,third_party,Cash,1,800,1,800.0
T0017022,C01672,2024-06-05,Chair,third_party,UPI/Wallet,3,1500,0,4050.0
T0017023,C01537,2023-08-14,Oil,third_party,UPI/Wallet,1,200,0,200.0
T0017024,C01168,2024-03-04,C-Type Cable,third_party,Cash,2,300,0,540.0
T0017025,C01147,2022-10-20,Snacks,third_party,Card,1,50,1,50.0
T0017026,C00555,2024-03-03,C-Type Cable,private,UPI/Wallet,1,300,1,300.0
T0017027,C01189,2024-07-03,Chair,third_party,Card,1,1500,0,1500.0
T0017028,C01751,2021-06-22,Shampoo,private,UPI/Wallet,1,120,0,120.0
T0017029,C01459,2024-04-22,Rice,private,UPI/Wallet,1,60,0,60.0
T0017030,C00082,2021-10-20,Shampoo,private,UPI/Wallet,1,120,1,120.0
T0017031,C01080,2023-10-29,C-Type Cable,third_party,Cash,1,300,1,300.0
T0017032,C00902,2023-10-03,Earphones,private,UPI/Wallet,3,600,0,1620.0
T0017033,C00039,2023-11-13,Earphones,third_party,Cash,3,600,1,1800.0
T0017034,C00354,2024-04-24,Toothpaste,private,Cash,2,80,1,160.0
T0017035,C01341,2023-07-31,Earphones,private,Cash,1,600,0,600.0
T0017036,C00945,2024-01-14,Earphones,third_party,Cash,2,600,0,1080.0
T0017037,C01021,2022-07-09,Oil,private,UPI/Wallet,1,200,0,200.0
T0017038,C01343,2024-05-07,Laptop Case,private,UPI/Wallet,2,800,0,1440.0
T0017039,C01630,2023-12-12,Soap,private,Cash,3,40,0,108.0
T0017040,C01249,2024-08-11,Toothpaste,private,UPI/Wallet,1,80,0,80.0
T0017041,C00019,2024-05-12,Rice,third_party,Card,1,60,1,60.0
T0017042,C00369,2022-02-27,Rice,private,Cash,10,60,1,600.0
T0017043,C01378,2021-07-21,Oil,third_party,Cash,5,200,0,900.0
T0017044,C01404,2023-04-17,C-Type Cable,third_party,Cash,1,300,1,300.0
T0017045,C01943,2024-08-16,Shampoo,third_party,Cash,1,120,0,120.0
T0017046,C00994,2024-04-21,Shampoo,third_party,UPI/Wallet,1,120,0,120.0
T0017047,C01082,2023-02-06,Toothpaste,third_party,UPI/Wallet,1,80,1,80.0
T0017048,C00416,2023-08-20,Earphones,third_party,UPI/Wallet,1,600,0,540.0
T0017049,C00849,2024-08-28,Shampoo,third_party,UPI/Wallet,1,120,1,120.0
T0017050,C00321,2023-06-08,Earphones,third_party,Card,3,600,0,1800.0
T0017051,C00592,2024-02-26,Shampoo,third_party,Card,15,120,0,1800.0
T0017052,C01035,2022-08-08,C-Type Cable,private,UPI/Wallet,1,300,1,300.0
T0017053,C00508,2022-09-27,Shampoo,third_party,UPI/Wallet,1,120,0,120.0
T0017054,C00517,2024-06-10,Soap,private,Cash,1,40,1,40.0
T0017055,C00455,2023-04-18,C-Type Cable,third_party,Card,1,300,0,300.0
T0017056,C00027,2023-10-12,Oil,third_party,Card,2,200,1,400.0
T0017057,C01303,2024-07-26,Shampoo,private,Card,1,120,1,120.0
T0017058,C01925,2023-09-01,Snacks,third_party,Card,2,50,0,100.0
